Video Title,Comment
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu airin selalu di hati ❤❤❤ salam nu ti pandeglang plosok
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Buzzer semua yg komen 😂😂
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Debat antar Dinasti..
Yah, keprepenipun wong Banten tetep wajib kudu milih salah sijine."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Jalan Pandeglang masih ancur pak
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Trutama jalan,"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin meng jago
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ibu Airin gubernur Banten
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,visi-misinya lebih menarik banten dari pada dki
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin bukan yg lain❤
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Penting rukun ya
Beda pilihan ndak apa2"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Cikande hadir.. Hj Airin bukan yg lain, saya masyarakat Banten, jika ibu Hj Airin terpilih menjadi gubernur Banten tolong berantas para mafia yg memberatkan orang"" pencari kerja."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Tak ada konsep si nomer 2
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"penyakit berat banten adalah korupsi kolusi nepotisme .

udah itu aja"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Ibu Airin paket lengkap. Cantik, manis akedemisi❤"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Alhamdulillh kabupaten pandeglang semenjak bpak dim sampai istri nya pandeglang makin maju,dr segi jalan sangat mulus sekali.setiap lewat jalan pulang nya langsung di urut badan saking mulus nya"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Klo lgi kya gni sih smua calon visi&misi'a baik nti klo dhh jadi mahhh emmm...🤣🤣🤣
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"BISMILLAHIRRAHMANNIRRAHIM..
ASSALAMU'ALAIKUM..WR WB..
TETAP SEMANGAT IBUNDA Hj.AIRIN RACHMI DIANY, INSYA ALLAH ATAS IZIN DAN RIDHO DARI ALLAH SWT YANG MAHA KUASA, YANG MAHA MENGHENDAKI..IBU AKAN TERPILIH MENJADI GUBERNUR BANTEN PERIODE 2024-2029, INSYAALLAH BANTEN AKAN BERUBAH MENJADI LEBIH MAJU, SEJAHTERA DAN LEBIH BAIK LAGI DI SAAT IBU DI BERIKAN AMANAH MANDAT INI YANG AKAN DI BERIKAN OLEH ALLAH SWT..KAMI DI SINI SELURUH KELUARGA BESAR DAN ATAS NAMA MASYARAKAT DI KELURAHAN PONDOK PUCUNG, KECAMATAN PONDOK AREN, TANGERANG SELATAN,,SANGAT MENDUKUNG PENUH SELALU MENDO'AKAN YANG TERBAIK SEGALA-GALANYA UNTUK IBUNDA DAN BAPAK H.ADE SUMARDI MAJU MENJADI CALON GUBERNUR BANTEN..🤲🤲🤲🤲

SEKALI LAGI DENGAN MENGUCAPKAN BISMILLAHIRRAHMANIRRAHIM..SUBHANALLAH WALHAMDULILLAH WALA ILLAHA ILLAWLOH ALLAHU AKBAR..ATAS RIDHO MU YA ROBB KAMI MEMOHON PERTOLONGAN DAN HANYA KEPADAMU YA ROBB KAMI BERSERAH DIRI..AMIIN YA ROBBAL ALAMIIN..😊🤲🤲🤲🤲🤲"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Sanajan ngomong naon geh ttp lamun masih dinasti mah ttp kiyeu2 keneh
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ngeri sih ga akan maju klo msh Dinasti atut yg berkuasa
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Jelas AIRIN-ADE....Bukan Yang Lain !! Banten 1.....BerSATU.....Untuk Nomer 1 ( SATU )
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin bukan yang lain
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Mantap pa anda dimatikan.
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Dinasti terkuat mantap
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"😂😂😂  Adil?? Bullshit...!! Teori...ga masuk akal..koalisi no 2..waspada..manis dibibir doang.
No one left behind...😂😂😂...ntar ketangkep korupsi ninggalin warganya...hahaha"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Airin benar2 merintis dalam politik jadi lebih paham masalah banten, sedangkan andre karena ada dasco aja"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Si dim di ulti trus wkwkwk kasian
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Akh smuanya juga omdoo 
Namanya juga politikus sudah pda jdi mah lupa sama misi visi dan tujuannya,"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Mantap airin ade,insallah menang"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Berbicara korup dan monopoli proyek , kira kira bisa d pertanggung jawabkan ga ya dr kedua paslon ini , semoga banten lebih maju dan sesuai harapan masyarakat amin"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ngedeleng spannduk kandidat cagub banten ning cilegon. Ngakune sekole sing tk-kuliah gratis.. Hmmm rade ore percaye😁
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Namanya dinasti yg dapet proyek ... 
Ngga akan jauh 
Siapa lagi .. 
Kami udah bosan kami ingin ganti ,bukan lagi dinasti yg manguasai kami sudah cerdas tidak akan terlena dengan dinasti"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Ngga percaya Ama nomor 1
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Sekolah negeri udah gratis....
Dan sekolah swasta sampai kpn pun ga bakalan bisa gratis."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Lah itu bini pak dim bukanya pemimpin ya pak, suruh mundur aja pak mulyakan sama bapak 😂"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Kualitas Airin Rachmi Diany
Sangat terdepan."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Dulu Banten katanya pas Jawa barat Ter tinggal eh taunya pas pisah di kuasai dinasti ... 

Bubarkan dinasti kita kasih kesempatan putra putri Banten yg terbaik bukan dinasti 
Saya sudah bosan dinasti keluarga"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin bukan yg lain...
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Terlihat dri segi kualitas kepemimpinan saat menyampaikan visi dan misinya lebih substantif dlm memberikan pemaparan, Hj. Airin & Ade Insya ALLAH layak utk Banten lebih maju ❤"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Yang melek pasti tau mana yang lebih logis dan paham wilayah serta kebutuhan masyarakat. Semoga siapapun yg jadi gubernur banten dapat mengaplikasikan gagasannya dengan baik, bukan hanya omong kosong 😁 semoga banten maju. InsyaAllah airin-ade dan andra-dimyati adalah putra putri terbaik banten yang ingin memajukan daerahnya."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Bu airin dan bapak ade 
Inya allah menang"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Liat pak dimyati aku prngen ketawa
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Sekolah gratis . Udah dari dulu bosku hahaha
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin bukan yang lain gassss
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Jauh sekali bu airin dan pak ade sangat menguasai sub tema debat...mantap mantap
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Bu airin hampir gagal nyagub..di angkat pdip,golkar ketakutan😅...hidup bu airin"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,AIRIN MANTAB TERASA KESERIUSAN DAN KETULUSANYA LAGI BIJAK AND LOGIS. 🙏
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin rachmi ❤❤❤ the best gagasan. The real kartini banten.
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin bukan yg lain
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Niat iklas untuk maju cal..g banten no 1 kenerjanya sudah teruji dn bukti...bukan maju titipan
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,saya pilih andara aja anak petani orang susah dulu nya jadi tau gmna rakyat nya yang susuah d
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Siapapun yang nantinya akan jadi Gubernur dan Wagub Banten harus di Ruwat 3 hari 3 malam,agar supaya selalu ingat dg sumpah dan janji saat kampanye, kalau cuman sumpah dan di Lantik itu sia sia dan pasti akan terjadi KKN kembali kayak yang sudah sudah dari awal berdirinya Banten."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,bukan yang lain
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,mudah2n omongan  nya sesuai amiin...jangn hanya cuma omong kosong doang...
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Pilihlah yang paham wilayah dan rakyat Banten , cuma Airin yang kerjanya sudah teruji"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Silahkan ""Pastabikul Khoirot"", jual gagasan yg rasional utk kesejahteraan rakyat"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Andra Soni tumbang
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Bu airin baju nya gak ganti udh di pke in .....??yaa, biar menang, pa ade knp gak pke baju Merah hitam, kok pke putih. 🤭🤭"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Semangat ibu aorin ade bukanyg lain kamisiap memenangkan timRBMB
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Berpantun doang kok di pilih
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Meski tak sedekat ibu kandung,tp lebih tersentuh banten dengan ibu hj.Airin"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Tidak berharap banyak y..
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Andra Soni pilihanku yes
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Emng sih klo ngomong pada canggih ""... Tp real nya zonkk semua...."
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,"Andra Soni bilang : ""Innalillaahi Wa Innalillaahi rooji'un"" 😂😂"
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,airinn gak ada yg lainnn❤
🔴 LIVE - Kejutan Airin Vs Andra Sony di Debat Perdana Pilkada Banten 2024,Airin tidak ada yg lain pokonya
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Udah bosen di pimpin dumyati gituh"" ajh jala kecamatan sukaresmi hancurrrrrr"
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Tetap no 1 zos...
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Saya tidak kenal dengan beliau² hanya menyurakan saja, setiap hari kita bicara anti korupsi tetapi masih ada yang mendukung 01 😢, yang lingkungan hidup nya penuh dengan korupsi dinasti.😮"
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Yes no 02 pasti paling di depan pa andra dimyati pastimenang yes no 02
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Awas dinasti kerja sama korupsi. 😂😂😂
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Airin menang
Warga Pandeglang senang."
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Jawaban tertegas, lugas, keren sekali bu Airin dan Pak Ade"
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,01 juara di coblos no1
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,0 1 Airin anti korupsi maju bu airin. Lawan politik dinasti wkwk
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Gasskn airin Adee . Jawabnya tetap tegass
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Gass trss bu airinn
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Mantap pa Ade cocok dan setuju kami siap dukung
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Airin dong pasti menang.
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Kami paguyuban petani banten,mendukung""AIRIN""InsyaAllah,banten,subur,mahkmur tur barokah,karna Airin itu sumber Air,setiap aktifitas kehidupan butuh Air,kami punya lagu tuk bu Airin,berjudul""srikandi datang pemimpin banten masa depan,itulah""Airin""namanya."
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Damayati le eh ngomong y juga
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Insa Allah Bu Airin menang 🤲🤲🤲🙏🙏🤲
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Insyaallah Airin Ade gubernur Banten,menang."
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Mantap bu hj Airin
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Aing airin
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Ibu Airin.yes👍👍👍
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Ibu Hj Airin Ade Debess pilihan orang banten untuk lebih maju kedepan Amanah dan sukses lebih maju
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Mudah mudahan Hj Airin. H Ade menang dalam pilkada prop Banten semoga Allah meridoinya Airin Ade memimpin prop Banten lebih maju dan amanah menang menang Airin Ade satu putaran yeeeees ibu Airin Ade pilihanku
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"nomor 2 andra soni-dimyati pilihan warga banten.. ✌️✌️✌️✌️✌️
semoga akan amanah adil makmur merata dan tidak korupsi."
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"01,menang-menang yess"
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,Bu airin ade .pasti menang.
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,"Segitu banyak akademisi yg menyusun pertanyaan termasuk bapeda ko tidak ada yg menanyakan komitmen paslon dalam menjalankan roda pemerintahan melakukan reformasi birokarasi melalui seleksi promosi dan rotasi dg merit sistem atau asesment kompetensi bukan berdasarkan kepada kedekatan,....oertanyaanya ketinggian tapi kurang subtantif , perlu dipahami mereka mereka tdk akan sukses menjalankan visi misi ya jika aparatnya tdk profesional"
DEBAT KEDUA PILKADA BANTEN 2024: AIRIN RACHMI - ADE SUMARDI DAN ANDRA SONI - ACHMAD DIMYATI,AIrin level nya RI1
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",smoga yg jadi cagub dibanten allah kasih yg terbaik yg soleh/soleha & yg amanah & tawakkal kpda allah ta'ala bukan mereka yg mungkar/zolim pendusta..amin allahumma aaaaaaaaaaaammmmmmmmmiiiiiiiinnnnnnnnn ya rabbal'alamin❤
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",wanita suruh masak aja.   kalo jadi penguasa sudah nyata ga tanggung tanggung KORUPSI nya 😂😂😂
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","istrinya sendiri jabat apa... haduh junjungan mulyono pada eror semua

suswono = menikahi janda kaya
dimyati = wanita jangan kasih berat.. lah istrinya sendiri jabat bupati.   

koclak dipelihara😂"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Bu Airin bukan yg lain
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Kalau.menurut.rumah.tanga.mah.kalu.wanita.engga.di.kasih.duit.sama.suaminya.itu.cebrut.enga.tau.kalu.jadi.gubenur.mah.milih.sesuka.ati.aja.ah.bagiku.mah.mafa.ya.wasalam.
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",liuer aing
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Jngn"" pandeglang g maju habis pke nyalon ey batu segede hulu jalur batu hideng jeng gunung tilu dele ku maneh k lebur aing mikir wae"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Betul pk ade jngn"" ada yg beking"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Pa dim lupa x yah...istrinya itu pemimpin....😊 Jgn di kah beban pa ksian ibu...
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Istrinya dimyati siapa? 😂😂
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",kekuasaan Dinasti di kab pandeglang harus di brantas
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Padim ga sadar istrinya juga jadi bupati
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",IBU. AIRIN. ❤❤❤❤❤❤❤
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","IBU. AIRIN. "" MUTIRA.DI DASAR  LAUT. """
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Pernyataan yang Blunder mengatkan Wanita jangan dikasih beban berat, belom tau dia suara emak emak yang pasti Wanita."
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Visi misi membangun yang berorientasi kepada kebutuhan rakyat lah yang seharuanya diperdebatkan masing-masing kandiidat. Ini malah menyerang personal, konyol sekali."
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Dimyati lupa klo istrinya jg pemimpin/bupati 2 periode lagi.
Trus Dimyati jg oernah terduga melakukan pelecehan gadis di bawah umur"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Ini cawagub Dimyati,masyaaAllah ko gobloknya ga ketulungan yah,kasian amat Banten klo dia jadi terpilih"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Monmap nih pak ndeh, istri bapak jg kan ngejabat jd bupati pandeglang.. bpk hnteu ngaca kituh? Ya Allah aing ngisin keun.
Enggeus bapak geus aki aki, gera pensiun bae. Pamajikan pabalatak lain di urusan"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Bukan yang lain,, tetap ibu airin"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",bacod dim
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","jangan harap kau menang, maju terus ibu airin❤❤"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Partiaki sekali
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Samyati kalo mau ceramah depan istrinya bagong
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Si komentar ini 90 persen dukung bu Airin..mana nih pendukung sebrang 😅
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Istrinya jadi bupati pantesan ga maju² karena berat
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Airin ok
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",YTTA aja terutama masyarakat pandeglang 🤣
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Yang bawak2 nabi trz biasanya blom tentu alim
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",hahahah  kabupaten pandeglang bupatinya istri siapa yah
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Saya warga pakulonan barat tetap pilih Airin
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",ini blunder krn meremehkan perempuan...
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",kalau saya tetap Airin
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Blunder betul jawaban dimyati😅
Istrinya aja dibiarkan jadi buapati,berarti dia tidak memulyakan istrinya
Gila betul...jangankan memulyakan rakyat,memulyakan istrinya aja ga mampu."
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Waduhh bahaya nihh klo banten punya wakil gubernur kaya Dimyati
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Semoga Banten lebih baik lebih maju bersama pa Andra soni pa Dimyati
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Mantap pak Dimyati
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Ora nyambung damyati jawabnya
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",.ora nyambung pa debat ko seperti itu preeet
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",pamajikan maneh jdi naon jlan ka lembur aing dele ku maneh
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Jangan"" cagub Banten itu kekhawatiran adanya ibu Airin  akan kalangan laki"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur","Dimyati myarng dirinya sendiri
Wong istri mu
 2, periode
Bupati Pandeglang
Yyyy ceramah buat istri
Tercinta bupati Pandeglang"
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Bilang aja takut kalah kok bawa bawa jenis aneh debat  geh gk dewasa
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",sudah terpilih ma lupa sm jangji² nya
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Jangan remehkan perempuan...bawa dua gunung ngga butuh bantuan..laki2 hanya bawa dua telor aja minta bantuan ...
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",BIKANG DEWEK BUPATI bro dimyati. ITU SAMA SAJA morosotken kolor depan Umum😂
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Parah ini calon cawagub. Trlalu merendahkan wanita.  G nyambung lgi. Kata nya wanita harus di kasih pendidikan yg tingi. Buat apa pendidikan yg tingi klau cuma jdi ibu rumah.tanga cuma di dapur di sumur. Pendidikan yg tingi itu harus brmampat buat org banyak. Baik jdi pejabat atau apa lah. yg penting brmampat..
"Dimyati saat Debat Pilkada Banten Wanita Jangan Dikasih Beban Berat, Apalagi jadi Gubernur",Pa dim ngomonginn keluarga sendiri
