Video Title,Comment
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,jalan kpung kasendor blm di aspal...aku dukung airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pantes airin mimpin banten
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,No  1 yg lebih ok
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu memang pantes jadi gubernur
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Airin benar-benar sempurna, cantik dan cerdas. Ayo warga banten, pilih bu Airin."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Yakin mau pilih trah atut?
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Yg jelas pinteran bu airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kami rakyat Lebak lebih yakin milih pa Andra soni pak Dimyati
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin top
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Terlihat tenang bu air om dan smart, aura pemimpin Banten bgt, semoga jadi bu airin sekalipun saya bukan rakyat Banten tapi saya senang lihat calon pemimpin yg smart"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ah kalau sudah jadi juga lupa sama janji nya. Itu sudah dari dulu cuma janji... Jalan di pandeglang rusak kemaren juga ekspos sama metrotv di padeglang  jalan rusak  parah
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Otaknya secantik parasnya.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,ulah di cekelan bae eta son mimbar ja moal lalemfangan yeuh
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sangat setuju dengan bu Airin jlan di kab pandeglang hancuuuuurrrrr...
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,ya bagi kami masarakat cuma minta terutama akses jalan sebab jalan bisa melancarkan perekonomian
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin kan orang cerdas...dan amanah...hakul yakin masyarakat akan mendukung
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Salam cerdas bu airin❤❤❤🤟🤟🤟banten1
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya tiap tahun bayar pajak kendaraan bermotor. Tapi gak tahu uangnya buat apa??Disana-sini jalan di pelosok Pandeglang rusak parah. Sementara mobil dinas pejabat kabupaten bagus-bagus.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu Airin Menang jauh dan warga Banten Harus Punya Gubernur sekelas Ibu Airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Betul Ibu jalan di Pandeglang rusak wae Bu
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,sy orng bandung mendoakan bu airin mnang jd gubernur amin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ga ada yg benr😅
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Jangan cuma pandeglang, cek kecamatan solear sampe cisoka kaya gmn jalanan"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Sangat betul ibu Airin,kalau terpilih,xoba kembangkan pariwisata di Banten,karena banyak destinasi yg belum dikembangkan,perlu dikembangkan infrastruktur,agar lebih menarik lagi buat wisatawan lokal atau luar,karena beberapa kali kesana perlu sekali dikembangkan,investasi terutama hotel yg lebih baik,hilirisasi dibidang pertanian,sumber daya manusia terus ditingkatkan,penyerapan tenaga kerja diperbanyak,sehingga tingkat pengangguran bisa ditekan,perlu ditingkatkan pelayanan terhadap pengurusan KTP,Samsat yg sdh satu pintu diperbanyak terutama di daerah Serpong dan BSD atau Tangerang Selatan,"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Tangsel bener2 maju dipegang bu airin ini...sudah nyata kerjanya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Semoga jalan jalan desa yg kampung di perhatikan Amiin amiin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Aing urang Pandeglang tlng tingkat kn per ekonomian ny
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Iyah masih banyak jalan antar penghubung desa masih ruksak.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Betul....
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Jalan kampung saya mah teluknaga kosambi jangan di bagusin,selama mobil tanah lewat"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Mantap bu airin❤❤
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sama ja Airin juga.. pokoknya pjabat Banten dan dinasti Airin  sama ja ambyar
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin Rachmi mantap👍
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"PANDEGLANG.  KUDU MAJU TERUTAMA JALAN DI POROS DESA .  PANDEGLANG SELATAN TERUTAMA . LIHAT JALAN DI KECAMATAN PANIMBANG. JALAN KECAMATAN BOJEN. SOBANG. TOLONG JALAN DI PERKAMPUNGAN DI UTAMAKAN. JANGAN JALAN DI KOTA DOANG YG BAGUS....
 TOLONG KEPADA GUBERNUR BARU . IBU AIRIN ..❤🎉TOLONG PERHATIKAN JALAN DESA. PERKAMPUNGAN KAMI. SANGAT MEMPRIHATINKAN"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin sedang berjuang memulihkan nama disatinya di Banten yg tercoreng korupsi dr suami dan kakanya membuktikan klo d dia bisa menjadi pemimpin yg layak dan sungguh2 mempin Banten semoga bila terpilih gak ad bangi2 kue dan komitmen
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,inti nya seluruh kabupaten kota kecematan desa yg ada di BANTEN.akan di bangun pemerataan kesejahteraan untuk masyarakat nya semua.tanpa ada yg di beda²kan.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Tangerang Selatan. Tangerang kabupaten. Tangerang kota siapa pilih ibu airin sebagai gubernur banten . 🎉🎉🎉
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pandeglang jalannya ancur banget.. Semoga airin bisa perbaiki 😊
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,saya wrg kab : pandeglang   insya allah ibu airin jado org no 1 d banten   ❤❤❤    bpk dimyati sekarang instri.ny bupati. sama tdk ada perubahan.     semoga masyarakat banten khusus.ny. ayo kita pilih ibu airin. jgn pilih dinasti salam waras
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Siapa saja yg terpilih menjadi  gubernurnya moga aja yg bener bener tulus cinta sama rakyat banten.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Jngn salah pilih LG untuk Pandeglang
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin ok
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu Airin keren jasa...
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Saya tinggal di Kota serang & Sering bgt liburan jalan jalan ke Pandeglang...
Saya pendukung Prabowo di pilpres, tapi klo untuk Pilgub Banten Maaf saya kali ini dukung Airin...
Toh Jelas Banten ini butuh GEBRAKAN, itu FAKTA & REALITA !!

Di wilayah Saya, Unyur kota serang & Kasemen kota serang 90% pendukung Airin 🔥🔥🔥🔥"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya asli jakarta. Mau pilih bu airin gmana caranya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ya ampun ibu airin cantik banget
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Suami airin kalo gk salah adeknya atut yg korup itu bukan(Wawan)
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Urusin tuh jln Pandeglang dr tahun Ketahun ga ad perubahan,dr cadasari ke bawah padahal jln kabupaten.,malu harus y perbatasan serang Pandeglang.😂"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Semua sama2 dinasti...sama2 korup,
Bedanya yang satu ada kemajuan di infrastruktur dan kesehatan.
Yang satunya jalan ancur, rsud nya amburadul udah kaya terminal bis
.."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin lah.❤ Utamakan jalan bu
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Apalagi kalau lihat jalan  Mandalawangi barat,acak2an euy"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ikut dukung ibu Airin ,walaupun   saya bukan warga Banten ,sesama teman sekolah 😊😊"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"2 priode oleh dimyati 2 priode oleh istrinya. Jalan pandeglang tetap masih banyak yg ancur. 
Airin istri nya wawan. Yg di tangkap korupsi suap. Keluarga atut. Yg raja korupsi di banten. Gak ada nomor 3 . 
Tapi di banding nomor satu lebih bagus nomor 2. Airin menguasai panggung. Materinya tepat.02 materinya masih belum pas."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin dong bukan yang lain top
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ah,sama aja padahal.... Tangsel juga dlu ga keurus sama Bu Airin..."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Bahkan saya sendiri orang Pandeglang tidak tau siapa bupati nya tidak tau siapa gubernur banten skrang,soalnya jln rusak dimana"" d pdg"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Namanya pembangunan desa harus dibangun sexara bertahap sesuai dgn kebutuhan masyarakat desa.
APBDes nya jangan di korupsi terus."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"klw pun bnyak itu pertanian di mna2  tpi milik petami pribadi klw pun di jual untuk ke pribadian nya,bkn untuk menambah PAD atau APBD menurut sy"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,yang pasti yg menang ibu  Airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Tapi memang gokil sih tangsel dibawah airin. Serasa jadi jaksel.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,tangerang utara pasti airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Nah ini dia bu jalan loba nu ajuuur di Pandeglang
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya Asli Curugbitung Kab. Lebak siap dukung Ibu Airin & H. Ade (Karena H. Ade Asli Putra Curugbitung Daerah Terisolir di Lebak Timur)
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Betul sekali Bu Airin... Jangankan yg jauh dari ibukota kabupaten pandeglang, yg dekat saja masih banyak jalan"" poros desa yg rusak apalagi yg jauh dari ibukota kabupaten sampai habis 2 priode dia menjabat bupati sampai sekarang blm juga dibangun. Jauh benar prestasinya dgn Ibu Airin ketika beliau menjabat walikota Tangsel dan sampai skrg masyarakat Tangsel msh merindukannya karena prestasinya"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Hidup bu airin🖐️
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin hebat ........
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Banten masih tertinggal padahal kota industri gak pilih lah sama aja
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Go airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya warga lebak banten siap pilih bu airin.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin bukan yang lain
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Paslon 2 gayanya so, paslon 1 mantap nih, salam garut"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,omong kosong
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Hidup kdm😂😅
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Mantaaap Bu Airin insyaallah mulus target gubernurnya.pegang komitmen amanat rakyat.
Ingat angka korupsi dibanten masih tinggi perlu ditekan dan dibenahi"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ibu airin racmi diany tidak ada yg lain,mantep bu airin cerdas enak di dengar tata bicara nya"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Jos bupati Pandeglang kan istri Dimyati ..
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu Airin lbih cerdas tau kondisi problem dilapangan ..bravo🎉🎉🎉
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,benget andra doang kenek asli
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,nu milih dimyati fix tidak pernah belajar dari kesalahan
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Sebagai warga kabupaten tangerang, seeprti nya bkal pilih bu airin buat jadi gubernur banten."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pilihan ku no 1
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Di Lebak bnyak jalan hancur, bnyak truck besar"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Iyah bener jalan pandeglang bukan rusak lagi tapi ancur ancuran.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Betul jalan bagus ekonomi pasti bagus Bu,, Inimah jln ancur pasti petni malas biya2 oprqsonal mahal karena jalan yang ancur"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Betul...jalann Pandeglang, pasar Picung ancur ..yang bagus jalan di nasti"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Iya bener saya tinggal di lebak, jalan pada rusak"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin ini keren bgt sumpah semoga ibu bisa jd gubernur banten aminnn
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Dari debat ini keliatan ibu airin lebih cerdas di banding lawan nya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pandeglang? 😂😂😂 dana desa? Bumdes acak acakan gk jelas
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu Airin jossss❤❤❤❤
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin kualitassss
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Lebak banyak lubang bungg... Jalan rusak yg di Brantas si perusak nya!!
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Insfratrukrur Pandeglang sangat"" prihatin terutama di selatan, makanya wilayah cibaliung & sekitarnya cibaliung ingin  segera memisah kan diri dari pdg yaitu dob kab cibaliung"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Gimana mau kerjasama, dananya di kelola kerajaan serang. Enak aja tinggal kambing hitamkan mantan bupatinya. Tanya suaminya dananya kemana ??? 🤣"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ini jawaban singkat padat dan sampai ke akar nya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pingin tau gak yang dikeluhkan warga serang Banten dan sekitarnya itu. Yang dikeluhkan mau kerja aja di pabrik disuruh bayar dlh 15 juta Sampek 25 juta
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sangat disayangkan ibu Airin masuk ke kontestasi kepala daerah. Harusnya ibu Airin itu di kementerian buk. Ibu disini sudah sangat menguasai materi bukan bertele-tele
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kami warga pandeglang plih airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Kami warga pandeglang emng di pandeglang jlan nya parah
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Jalan pandeglang poros desa mash banyk yg hancur
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pinter amat bu airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,AIRIN lah...jgn berpaling ke lain hati ..😂😂😂
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Lebak pandeglang bae anu di bahas..
Kabupaten serang oge sarua jalan masih rusak yeuh.."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin - Ade cobloss🎉
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Gw orang Tangerang Kota, dgn yakin sekeluarga bakal milih Airin Ade buat Gubernur banten"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bismillah Airin ade❤
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,the dynasty war officially begins.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Airin lah 


Yg onoh guyurin"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bismillahirrahmanirrahim kita dukung Bu Airin pimpin Banten.. semogaa Allah SWT meridhoi Bu Airin menang pilgub Banten
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"saya warga kota depok jawa barat. jika bu Airin mencalonkan jawa barat, gak ragu ragu saya pilih ibu. saya melihat kota Tangsel maju banget di pegang bu airin, dibandingkan dengan kota Depok yg istilahnya begini begini aja gak ada perubahannya. ayo warga Banten jangan ragu pilih bu Airin."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Akankah Banten masih POLITIK DINASTI lagi ?
Urang Banten pada Sadar gak soal ini 🙏"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin sih
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Prediksi sy ibu airin menang
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Mau walkot,cagub,targetnya pembangunan mulu,,trotoar tiap akhir taun udah bagus bongkar,ganti model,,penyerapan tenaga kerjanya GK ada,,"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin suaminya udah pulang bu?
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Apalagi jalan"" ke kampung2 nya ancur parah, batu doang"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya warga Cilegon pilihan sya kepada ibu Airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Coba deh para pejabat ya.. tolong lihat Pandeglang kp kadurampayak desa wirasinga.. itu jalanan sampe skrng rusaaak.... 

Coba lebih ke Plosok deh kalo kunjungan.. jangan di kota"" Mulu"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bupati pandeglang ngg ada kemauan untuk bangun infrastruktur menyeluruh
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin is the best
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pandeglang terkenal dengan sejuta livang bupati  sibuk jalan suami jya sibuk joget joget sambil plexing
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu airin jos tanggapan dan jawabannya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya warga Pandeglang kapok sama keluarga dimyati
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Ibu airin mantap
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,saya warga tangerang dukung 01
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,AIRIN TOP TOP UNTUK BANTEN
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Saya asli orang Pandeglang yg sekarang menjadi warga Bogor. Betul yg Bu airin disampaikan jalan poros desa dari beberapa puluh tahun begitu begitu saja, bahkan ketika pa dimyati menjabat sebagai bupati Pandeglang. Perbedaan dirasa ketika pulang kampung menggunakan kendaraan roda 2 melewati jalan sisi luar bogor-lebak-Pandeglang. Siapapun yg terpilih menjadi gubernur nanti semoga bisa memajukan kota/kabupaten tertinggal spt Pandeglang yg padahal menurut saya pribadi APBD nya cukup besar karena disana juga terdapat SDA begitu sangat luar biasa."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,AIRIN-ADE
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,😂😂😂 memble kan dihantam Bu Airin 🤭🤭🤭
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Mantaap ibu Airin tegas lugas jelas dan berwibawa
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Awass kita harus jeli memilih pemimpin...jangan tertipu lagi
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sy orang pakuhaji dan pernah bertatapmuka sm bu airin .isyallah menang sebab pribahasa mengatakan TAK KENAL MAKA TAK SAYANG. yg belum kami kenal maka kami berpikir 2x memilihnya😊
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Statemen pak andra soni kurang meyakinkan
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bu Airin udah kaya dosen ngasih mata kuliah ke anak SMP 🤣🤣
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya warga tangsel...i love you full ibu airin...airin sampai akhir..amin ya allah ya rabbal alamin...🇮🇩🇮🇩🇮🇩🔥🔥🔥🔥🔥🔥🔥
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Dalam debat terlihat sekali mana calon yg berkualitas jawabannya sangat tegas dan lugas.  Bicara dengan data dan fakta bukan dengan asumsi semata.  
Kalau merasa tidak punya kemampuan calon harusnya jangan memaksakan diri karena akan mempertaruhkan masa depan rakyat,  lebih baik mundur terhormat.
Banten butuh figur yg mumpuni yg mampu bekerja untuk rakyat, bukan pemimpin yg hanya keinginan pimpinan parpol dan  segelintir pejabat😂😂😂"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Jalan poros desa serang masih rusak, jangan cuma lebak padeglang saja,coba lihat jalan serang cilegon"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Mantap buk Airin....maju trus...
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Sudah cantik pinter ❤
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Di sela pidato Bupati Irna d acara maulid  di ciekek padahal beliau melewati jalan rusak beliau hanya minta masyarakat Pandeglang maklum karna keterbatasan jabatan yg singkat dan PAD yg minim
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Saya warga Jabar, mendoakan semoga Banten nanti nya memiliki pemimpin yang peduli dengan kebutuhan masyarakat nya mensejahterakan rakyatnya. Aamiin 🤲🏻"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Klw bs bu atut lg gubernur nya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Lebih sepakat dgn ibu airin
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,yuk aahh bu. airin juara utk banten
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,heran aja kalo masyarakat pandeglang pilih 02 😂
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin bagus wakilnya mantan napi
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin dong pasti
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"AYO BANTEN BU AIRIN MAJU TRS LAWAN KUBU SEBELAH YNG DI BEKINGI.MULYONO.
MULYONO SEKARANG DH LENGSER SEMANGAT.TRS BERJUANG.UNTUK.BANTEN YNG LEBIH.MENYALA."
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,mekar mekar mekar.. tdk ada solusi sih.. 😅😅
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,mantap ibu airin. lebih menguasai dan punya solusi.
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Jgn pilih soni itu waktu jadi bupati minim pembangunan 😂
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Polusi semakin menjadi jadi daerah  Bojonegara Pulo Ampel yang terdampak warganya pengusaha enak Bae adem
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Bojonegara Pulo Ampel juga dilihat bapak ibu calon gubernur dilihat seperti apa???jangan cuma dikeruk hasil buminya gunung pade entek kah
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin josss gandos pokok nya
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Pinter tenan ibu iki wiiiiiiss lanjut bae siji wae❤❤❤
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Betul jln pandeglang banyak yg rusak
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Saya asli warga pandeglang kekayaan kelurga DM bukan kaleng2, tapi lihat kedaan pandeglang bagian desa2 nya parah masih banyak PR"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ngomongnya bisa di percaya ga tu,?"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Airin jangan yg lain
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,Saya orang tangerang pilih ibu airin  Rachmi
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Ore bise jawab gale pak andra soni.

Jawaban : bu airin cerdas 🎉"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,"Pandeglang wilayah di banten yg sangat tertinggal dari peradaban, gara gara Dinasti Dimyati wilayahnya tertinggal"
Panas! Airin Sindir Jalan Rusak di Pandeglang pada Debat Pilkada Banten,mang Andra gugup 😂😂😂
